education,workclass,occupation,salary-class,race,native-country,sex,marital-status,age
Some-college,Private,Sales,<=50K,White,Iran,Male,Never-married,23
Some-college,Private,Other-service,<=50K,Black,United-States,Male,Never-married,23
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Male,Divorced,35
Bachelors,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,39
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,45
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,21
HS-grad,State-gov,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,56
HS-grad,Federal-gov,Handlers-cleaners,<=50K,White,United-States,Female,Never-married,31
12th,Private,Transport-moving,<=50K,Black,United-States,Male,Never-married,44
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
HS-grad,Federal-gov,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,44
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,23
HS-grad,Private,Craft-repair,<=50K,White,Mexico,Male,Never-married,21
Masters,State-gov,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,29
Some-college,Private,Other-service,<=50K,White,United-States,Female,Separated,33
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Divorced,46
Some-college,Self-emp-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,36
Masters,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,70
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Female,Never-married,19
Some-college,Private,Exec-managerial,<=50K,Black,United-States,Female,Married-civ-spouse,29
Assoc-acdm,Private,Sales,<=50K,White,United-States,Male,Never-married,34
Some-college,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,26
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,30
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,34
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,28
Bachelors,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,76
12th,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,19
10th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,45
Some-college,Self-emp-not-inc,Prof-specialty,>50K,Asian-Pac-Islander,United-States,Male,Never-married,24
Bachelors,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,37
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,24
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,24
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,40
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
11th,Local-gov,Handlers-cleaners,<=50K,White,United-States,Male,Married-civ-spouse,23
Some-college,Private,Other-service,<=50K,Other,United-States,Female,Never-married,25
Assoc-acdm,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,64
Masters,Local-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,53
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Married-civ-spouse,28
Masters,Local-gov,Prof-specialty,>50K,Black,United-States,Male,Married-civ-spouse,52
Prof-school,Private,Prof-specialty,<=50K,Black,United-States,Male,Never-married,28
Assoc-acdm,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,31
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,77
HS-grad,Private,Tech-support,<=50K,White,United-States,Male,Never-married,22
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,38
Some-college,Local-gov,Adm-clerical,<=50K,Black,United-States,Female,Never-married,25
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,50
HS-grad,Local-gov,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,53
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,33
Masters,Federal-gov,Exec-managerial,>50K,Black,United-States,Male,Married-civ-spouse,57
Prof-school,Private,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,39
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,30
HS-grad,Federal-gov,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,31
Some-college,State-gov,Transport-moving,<=50K,Black,United-States,Male,Never-married,39
Bachelors,Private,Sales,<=50K,White,United-States,Female,Never-married,30
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Separated,48
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,39
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,34
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
11th,Private,Machine-op-inspct,<=50K,White,United-States,Female,Divorced,32
Some-college,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,40
10th,Private,Other-service,<=50K,White,United-States,Female,Never-married,17
HS-grad,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,25
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,42
Bachelors,Private,Priv-house-serv,<=50K,White,United-States,Male,Married-civ-spouse,66
HS-grad,Self-emp-not-inc,Sales,<=50K,White,United-States,Male,Widowed,63
7th-8th,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,43
HS-grad,Private,Handlers-cleaners,<=50K,White,Mexico,Male,Never-married,26
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Female,Married-civ-spouse,23
Prof-school,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,39
HS-grad,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,47
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Never-married,36
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,35
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,25
Some-college,State-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,21
HS-grad,Private,Priv-house-serv,<=50K,White,United-States,Female,Married-civ-spouse,46
10th,Private,Handlers-cleaners,<=50K,Black,United-States,Male,Married-civ-spouse,43
Doctorate,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Private,Craft-repair,<=50K,White,United-States,Female,Divorced,41
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Widowed,50
11th,Private,Exec-managerial,<=50K,White,United-States,Female,Separated,36
7th-8th,Self-emp-not-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
11th,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,50
7th-8th,Private,Exec-managerial,<=50K,White,United-States,Female,Married-civ-spouse,52
Doctorate,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,40
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,55
Prof-school,Self-emp-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,51
Some-college,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,30
Masters,State-gov,Prof-specialty,<=50K,White,United-States,Female,Divorced,56
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,35
10th,Self-emp-not-inc,Sales,<=50K,White,United-States,Male,Married-civ-spouse,55
HS-grad,Private,Tech-support,<=50K,White,United-States,Female,Never-married,30
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,34
Assoc-voc,Private,Prof-specialty,>50K,White,United-States,Female,Married-civ-spouse,36
HS-grad,Self-emp-inc,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,43
Some-college,Local-gov,Protective-serv,<=50K,White,United-States,Male,Never-married,24
10th,Private,Other-service,<=50K,Black,United-States,Male,Married-civ-spouse,30
Assoc-voc,Local-gov,Protective-serv,<=50K,White,United-States,Male,Never-married,33
Bachelors,Federal-gov,Prof-specialty,<=50K,White,United-States,Female,Never-married,29
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,50
11th,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,18
11th,Private,Sales,<=50K,White,United-States,Female,Never-married,20
Masters,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,45
Prof-school,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,41
7th-8th,Local-gov,Other-service,<=50K,White,Puerto-Rico,Female,Married-spouse-absent,42
Bachelors,Private,Sales,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,22
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,28
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,23
7th-8th,Private,Farming-fishing,<=50K,White,United-States,Female,Never-married,21
Bachelors,Private,Adm-clerical,<=50K,Asian-Pac-Islander,United-States,Female,Never-married,23
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,45
HS-grad,Private,Sales,<=50K,White,United-States,Female,Divorced,41
HS-grad,Federal-gov,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,49
Some-college,Private,Other-service,<=50K,Black,United-States,Female,Never-married,38
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,37
Bachelors,Private,Machine-op-inspct,<=50K,Asian-Pac-Islander,Philippines,Male,Widowed,70
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,24
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Never-married,28
Assoc-voc,Private,Adm-clerical,<=50K,Asian-Pac-Islander,United-States,Female,Never-married,24
10th,Self-emp-inc,Farming-fishing,>50K,White,United-States,Male,Married-civ-spouse,83
Doctorate,Private,Prof-specialty,>50K,White,China,Male,Married-civ-spouse,69
HS-grad,Private,Adm-clerical,<=50K,Black,United-States,Female,Never-married,37
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,28
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,54
HS-grad,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,71
HS-grad,State-gov,Adm-clerical,<=50K,Asian-Pac-Islander,United-States,Female,Widowed,56
Masters,Self-emp-not-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,42
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,21
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,29
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Never-married,32
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,31
Some-college,Private,Other-service,<=50K,White,United-States,Female,Separated,38
Doctorate,State-gov,Prof-specialty,>50K,Asian-Pac-Islander,India,Male,Married-civ-spouse,55
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,48
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Widowed,58
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,23
Some-college,State-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,28
Some-college,Local-gov,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Married-spouse-absent,51
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Separated,23
HS-grad,Self-emp-not-inc,Exec-managerial,<=50K,Black,United-States,Male,Divorced,40
HS-grad,Private,Other-service,<=50K,Asian-Pac-Islander,China,Male,Divorced,59
Bachelors,Private,Craft-repair,<=50K,White,United-States,Female,Divorced,47
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,37
Assoc-acdm,Private,Exec-managerial,<=50K,White,United-States,Male,Divorced,39
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,43
Assoc-voc,Private,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,40
10th,Private,Transport-moving,>50K,White,United-States,Male,Married-civ-spouse,48
9th,Private,Sales,<=50K,White,United-States,Female,Never-married,29
Some-college,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,48
Bachelors,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,37
HS-grad,Private,Sales,<=50K,White,United-States,Male,Never-married,19
10th,Private,Other-service,<=50K,Black,United-States,Female,Never-married,28
5th-6th,Private,Craft-repair,<=50K,Black,Trinadad&Tobago,Male,Married-civ-spouse,56
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,45
Some-college,State-gov,Protective-serv,<=50K,White,United-States,Male,Married-civ-spouse,60
Masters,State-gov,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,53
HS-grad,State-gov,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,37
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,31
Assoc-voc,Private,Farming-fishing,>50K,White,United-States,Male,Married-AF-spouse,29
HS-grad,Private,Transport-moving,<=50K,Black,Cuba,Male,Married-civ-spouse,39
Bachelors,Local-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,31
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,42
11th,Private,Handlers-cleaners,<=50K,White,United-States,Female,Never-married,17
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
Bachelors,Private,Other-service,<=50K,Asian-Pac-Islander,United-States,Male,Never-married,24
HS-grad,Private,Farming-fishing,>50K,White,United-States,Male,Married-civ-spouse,62
1st-4th,Private,Other-service,<=50K,White,Guatemala,Female,Never-married,34
Masters,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,47
Bachelors,Private,Prof-specialty,<=50K,White,Canada,Female,Never-married,58
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,23
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Never-married,33
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Widowed,76
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,40
7th-8th,Private,Other-service,<=50K,White,United-States,Female,Divorced,28
Some-college,Private,Tech-support,<=50K,White,United-States,Female,Married-civ-spouse,41
HS-grad,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,46
Some-college,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,22
Assoc-voc,Private,Handlers-cleaners,<=50K,White,United-States,Male,Married-civ-spouse,29
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Never-married,26
Bachelors,Private,Adm-clerical,>50K,White,United-States,Male,Never-married,31
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,22
Some-college,Private,Transport-moving,<=50K,Black,United-States,Male,Never-married,41
HS-grad,Private,Transport-moving,<=50K,Other,Dominican-Republic,Male,Never-married,29
Assoc-voc,Private,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,60
HS-grad,Federal-gov,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,72
Some-college,Self-emp-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,41
Some-college,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
Bachelors,Private,Other-service,<=50K,White,United-States,Male,Never-married,25
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Male,Never-married,24
9th,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,59
11th,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,17
Some-college,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,25
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Separated,29
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,43
Some-college,Local-gov,Other-service,<=50K,White,United-States,Female,Never-married,29
Some-college,State-gov,Adm-clerical,<=50K,Black,United-States,Male,Divorced,29
Some-college,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,32
HS-grad,Self-emp-not-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,50
